date,value,stimulating,threshold,intensity
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,1,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
2018-09-19 09:20:58,12,0,85,7
