2017-10-16 21:29:00,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,3,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
2017-10-16 21:29:01,4,0,100,1
2017-10-16 21:29:01,5,0,100,1
